id,true_avg,pred_avg,pred_stdev,0,1,2,3,4,5,6,7,8,9
P01,0.592,0.566981852054596,0.006716140068470499,0.5597994923591614,0.5607861280441284,0.5666881203651428,0.5731860399246216,0.569287896156311,0.5659186840057373,0.5593664050102234,0.5742903351783752,0.579821765422821,0.5606736540794373
P02,0.569,0.5481085777282715,0.02072456285347888,0.5268226265907288,0.5303171873092651,0.5551791787147522,0.5332149863243103,0.542130708694458,0.5730725526809692,0.5193544030189514,0.5869091749191284,0.5498736500740051,0.5642113089561462
P03,0.565,0.557530802488327,0.019961475393791634,0.5618476271629333,0.5655640363693237,0.5621052980422974,0.534101128578186,0.5648164749145508,0.5561705231666565,0.564448893070221,0.5547300577163696,0.5156704187393188,0.5958535671234131
P04,0.555,0.5654491364955903,0.009986784671003454,0.566025972366333,0.5578795671463013,0.547627866268158,0.5811890363693237,0.564413845539093,0.5767784118652344,0.5593419671058655,0.555733859539032,0.5709256529808044,0.5745751857757568
P05,0.496,0.45887917280197144,0.014980572247452131,0.47020193934440613,0.4721507728099823,0.4635099768638611,0.4745572507381439,0.45556557178497314,0.4248598515987396,0.4478304088115692,0.475066602230072,0.44808468222618103,0.4569646716117859
P06,0.495,0.47992256581783294,0.009833232691257266,0.48019906878471375,0.48669660091400146,0.47650909423828125,0.46511462330818176,0.49123093485832214,0.4940480887889862,0.47639232873916626,0.4907609820365906,0.46901044249534607,0.46926349401474
P07,0.463,0.4482025980949402,0.012740746996517796,0.4543553590774536,0.4477594494819641,0.4567145109176636,0.46395471692085266,0.44318562746047974,0.4320586323738098,0.43262815475463867,0.4689443111419678,0.43100643157958984,0.45141878724098206
P08,0.562,0.5298980057239533,0.0144607360539619,0.5529536008834839,0.5275121331214905,0.5209009647369385,0.5370001196861267,0.5243464708328247,0.537625253200531,0.5094326138496399,0.5131677389144897,0.5221890807151794,0.5538520812988281
P09,0.537,0.5244351625442505,0.05007240627318854,0.5813381671905518,0.49296483397483826,0.5417980551719666,0.5191587209701538,0.5617597699165344,0.5486028790473938,0.5491032004356384,0.5403201580047607,0.5176514983177185,0.3916543424129486
P10,0.485,0.4430240452289581,0.017975827334556483,0.4156249463558197,0.46088331937789917,0.4510211944580078,0.44812333583831787,0.4682823121547699,0.4569089114665985,0.4103551506996155,0.4408215582370758,0.43079832196235657,0.4474214017391205
P11,0.477,0.4819238901138306,0.016132870376683543,0.48277974128723145,0.49289146065711975,0.4765985608100891,0.4769834876060486,0.468188613653183,0.49299973249435425,0.5043195486068726,0.45622196793556213,0.4623827040195465,0.5058730840682983
P12,0.514,0.4753039747476578,0.010763329032815103,0.4793349504470825,0.4612872004508972,0.4790877401828766,0.4721148610115051,0.47753727436065674,0.478230744600296,0.49713021516799927,0.4701743423938751,0.45627784729003906,0.4818645715713501
P13,0.56,0.5671409964561462,0.013653776746387803,0.5622209906578064,0.5587654113769531,0.564175009727478,0.5646675229072571,0.545042872428894,0.5713844895362854,0.5951588153839111,0.5702207088470459,0.5847040414810181,0.5550701022148132
P14,0.539,0.510757538676262,0.025563211355165233,0.5083255767822266,0.5015532374382019,0.5295581817626953,0.521202564239502,0.5355973839759827,0.5304500460624695,0.5006572008132935,0.5362697243690491,0.4966444671154022,0.4473170042037964
P15,0.544,0.5209245979785919,0.016312910895261094,0.5185864567756653,0.5008731484413147,0.5406088829040527,0.540219247341156,0.5323165059089661,0.5166134238243103,0.4970646798610687,0.535003125667572,0.49846383929252625,0.5294966697692871
P16,0.58,0.5402936100959778,0.019163194017201263,0.5379929542541504,0.5430406332015991,0.5441120266914368,0.5255672335624695,0.551421582698822,0.5146002173423767,0.5328459143638611,0.5617347955703735,0.513654887676239,0.5779658555984497
P17,0.454,0.4769825905561447,0.015784366678699563,0.47769004106521606,0.4995574951171875,0.4623039662837982,0.4810159206390381,0.4611266255378723,0.49623042345046997,0.445180207490921,0.47858020663261414,0.48664867877960205,0.4814923405647278
P18,0.429,0.4217067867517471,0.018844086161571388,0.4158438742160797,0.4403708279132843,0.42414242029190063,0.42420685291290283,0.42696279287338257,0.4226227402687073,0.41853073239326477,0.4323320686817169,0.4414747953414917,0.3705807626247406
P19,0.462,0.4733521848917007,0.015110565083923297,0.47811010479927063,0.46247512102127075,0.46865785121917725,0.46704384684562683,0.5020609498023987,0.48416391015052795,0.47034284472465515,0.492769718170166,0.45353537797927856,0.4543621242046356
P20,0.504,0.4783576220273972,0.025747939404124655,0.47619694471359253,0.4478175938129425,0.5108039379119873,0.4880327582359314,0.48627904057502747,0.49487295746803284,0.47404301166534424,0.4960140883922577,0.49194711446762085,0.41756877303123474
P21,0.433,0.44759601056575776,0.011026657120781767,0.4487479329109192,0.4656543433666229,0.42792361974716187,0.45964840054512024,0.43323734402656555,0.43754881620407104,0.4501093626022339,0.45073196291923523,0.4492776095867157,0.4530807137489319
P22,0.426,0.45734818279743195,0.015020580785669941,0.4635440409183502,0.43228694796562195,0.4536684453487396,0.4706968069076538,0.4681888818740845,0.4556576907634735,0.4661678969860077,0.4726211428642273,0.46372953057289124,0.42692044377326965
P23,0.59,0.5851256072521209,0.009016686265201567,0.6027737855911255,0.57191002368927,0.5842365622520447,0.5826010704040527,0.5832608342170715,0.5840085744857788,0.5931322574615479,0.5939319133758545,0.5720841884613037,0.5833168625831604
P24,0.527,0.5371644258499145,0.006524256409101656,0.5339761972427368,0.5308866500854492,0.5361042022705078,0.5398356914520264,0.5299397110939026,0.530023455619812,0.5369352102279663,0.5498220324516296,0.5367491245269775,0.5473719835281372
P25,0.485,0.4599932700395584,0.0067826357194329286,0.46404120326042175,0.4662322402000427,0.4554106593132019,0.4574674963951111,0.45535340905189514,0.4758787751197815,0.46215689182281494,0.4549773335456848,0.45603474974632263,0.4523799419403076
P26,0.474,0.4745692789554596,0.01189783014762481,0.49393731355667114,0.47245463728904724,0.47266846895217896,0.4655570089817047,0.4909262955188751,0.48040205240249634,0.4630546569824219,0.48138824105262756,0.47230759263038635,0.45299652218818665
P27,0.583,0.585809725522995,0.02297271603191825,0.5924615859985352,0.5844299793243408,0.5781065821647644,0.5799060463905334,0.5906670093536377,0.5900176167488098,0.6472578644752502,0.5621124505996704,0.5635712742805481,0.5695668458938599
P28,0.597,0.571891063451767,0.016173853935411167,0.5853767991065979,0.5607162714004517,0.5887361764907837,0.5565643906593323,0.5853490829467773,0.5739943981170654,0.5851916074752808,0.5864982604980469,0.541308581829071,0.5551750659942627
P29,0.595,0.5860439538955688,0.011587102272127633,0.5910413861274719,0.5910302996635437,0.5711916089057922,0.5887959599494934,0.5894719958305359,0.5716848969459534,0.610421895980835,0.5727657079696655,0.5809277892112732,0.5931079983711243
P30,0.433,0.4574550002813339,0.013654315133030672,0.43460598587989807,0.43661901354789734,0.46883219480514526,0.4666486084461212,0.46746206283569336,0.4703804552555084,0.4594743251800537,0.4731100797653198,0.4451830983161926,0.4522341787815094
P31,0.455,0.4922476351261139,0.014431508219619296,0.47891765832901,0.5146560668945312,0.5117914080619812,0.4926958382129669,0.47903740406036377,0.501641035079956,0.4764031171798706,0.4981277287006378,0.47127172350883484,0.49793437123298645
P32,0.469,0.5399400264024734,0.02267835142181486,0.5528268814086914,0.4915347993373871,0.571260392665863,0.5435174107551575,0.5422073006629944,0.548711359500885,0.5242828130722046,0.564785361289978,0.546002984046936,0.5142709612846375
P33,0.436,0.42414704859256747,0.014644528014859208,0.44143208861351013,0.42497292160987854,0.43645572662353516,0.4114135801792145,0.43045201897621155,0.4075063467025757,0.4448518455028534,0.4265386462211609,0.421512246131897,0.39633506536483765
P34,0.495,0.4812020808458328,0.0135504510242493,0.46912452578544617,0.4961796700954437,0.4776672124862671,0.4810795783996582,0.49424049258232117,0.48806291818618774,0.48791173100471497,0.4962771534919739,0.45278269052505493,0.4686948359012604
P35,0.515,0.5289188176393509,0.016864403599594558,0.5642225742340088,0.5421954989433289,0.5244568586349487,0.5320462584495544,0.5217801332473755,0.5295361876487732,0.5339300632476807,0.5177177786827087,0.5288781523704529,0.4944246709346771
P36,0.522,0.5275954961776733,0.012794162614464862,0.5088769197463989,0.5382866859436035,0.5340211987495422,0.5191410779953003,0.5197420716285706,0.5303823947906494,0.534092903137207,0.5329417586326599,0.5506106019020081,0.5078593492507935
P37,0.54,0.4958473026752472,0.01105557710019927,0.5017751455307007,0.48675400018692017,0.5131699442863464,0.4994513690471649,0.48988232016563416,0.4909125864505768,0.48282015323638916,0.5120809674263,0.4796886742115021,0.5019378662109375
P38,0.493,0.47423565983772276,0.013138934639353568,0.4451534152030945,0.48299726843833923,0.47788694500923157,0.45875784754753113,0.4767230451107025,0.4815039038658142,0.4958913326263428,0.4752097725868225,0.4708060324192047,0.47742703557014465
P39,0.618,0.6241010904312134,0.02372936052082648,0.5818961262702942,0.6652358174324036,0.6204791069030762,0.6187543272972107,0.6644530296325684,0.6290693879127502,0.6098484396934509,0.618519127368927,0.6089873909950256,0.623768150806427
P40,0.59,0.6042689561843873,0.01882971741725403,0.6301431655883789,0.5896598696708679,0.5881093144416809,0.5985426306724548,0.5929222702980042,0.6416457295417786,0.5952790379524231,0.5842036604881287,0.6226341724395752,0.5995497107505798
